City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,isangel,-19.55,169.2667,22.24,58,32,6.18,VU,1690499271
366,knysna,-34.0363,23.0471,12.53,89,29,1.98,ZA,1690499271
367,katsuura,35.1333,140.3,27.35,74,9,3.7,JP,1690499271
368,felipe carrillo puerto,19.5833,-88.05,32.19,54,89,3.27,MX,1690499271
369,kaa-khem,51.6833,94.7333,18.6,62,99,1.82,RU,1690499272
370,gadzhiyevo,69.2551,33.3362,9.94,95,81,0.94,RU,1690499272
371,karagandy,49.8019,73.1021,9.97,70,11,1.92,KZ,1690499272
372,aykhal,66.0,111.5,18.33,48,89,1.14,RU,1690499272
373,iglino,54.8324,56.4126,22.05,93,13,2.34,RU,1690499272
374,bryansk,53.2875,34.3806,17.79,97,99,1.44,RU,1690499273
375,tapejara,-28.0681,-52.0139,16.21,96,79,0.62,BR,1690499027
376,bosaso,11.2842,49.1816,32.84,38,91,14.3,SO,1690499273
377,howrah,22.5892,88.3103,27.0,94,75,2.57,IN,1690499273
378,lautoka,-17.6167,177.4667,23.92,64,40,6.69,FJ,1690499273
379,le port,-20.9373,55.2919,19.0,73,43,1.49,RE,1690499274
380,urumqi,43.801,87.6005,30.53,22,40,2.0,CN,1690499274
381,manokwari,-0.8667,134.0833,26.58,73,56,0.53,ID,1690499274
382,pionerskiy,54.9508,20.2275,12.64,78,8,4.33,RU,1690499274
383,bratsk,56.1325,101.6142,16.27,84,6,1.13,RU,1690499274
384,san patricio,28.017,-97.5169,36.4,45,2,7.65,US,1690499274
385,gemena,3.25,19.7667,22.6,87,60,0.47,CD,1690499275
386,klaksvik,62.2266,-6.589,12.51,95,100,5.89,FO,1690499275
387,manturovo,58.3353,44.7619,15.0,91,39,0.96,RU,1690499275
388,tarko-sale,64.9225,77.785,19.01,77,100,1.99,RU,1690499275
389,taitung city,22.7583,121.1444,26.15,89,100,5.14,TW,1690499275
390,farafangana,-22.8167,47.8333,19.24,75,100,0.92,MG,1690499276
391,klyuchi,52.2667,79.1667,17.43,74,100,3.17,RU,1690499276
392,cedral,23.8,-100.7333,27.94,24,4,2.87,MX,1690499221
393,arteche,12.2645,125.4048,26.81,83,100,1.93,PH,1690499276
394,zheleznodorozhnyy,55.7503,38.0042,21.42,75,88,3.69,RU,1690499276
395,bandar abbas,27.1865,56.2808,31.3,80,89,5.15,IR,1690499276
396,qarazhal,48.0078,70.7903,20.11,52,2,2.99,KZ,1690499276
397,pangobilian,8.8011,117.8594,27.25,78,100,5.49,PH,1690499277
398,sechura,-5.5569,-80.8222,25.07,64,7,8.45,PE,1690499277
399,kapa'a,22.0752,-159.319,30.99,73,0,7.2,US,1690499277
400,glace bay,46.1969,-59.957,24.88,81,75,6.17,CA,1690499044
401,ban selaphum,16.0167,103.95,25.64,85,100,4.39,TH,1690499277
402,luanda,-8.8368,13.2343,20.0,91,14,4.31,AO,1690499277
403,saint joseph,39.7686,-94.8466,33.78,55,0,4.63,US,1690499278
404,randfontein,-26.1844,27.702,11.5,56,0,1.89,ZA,1690499278
405,al ghayzah,16.2079,52.176,24.8,89,97,5.75,YE,1690498995
406,lae,-6.7221,146.9847,23.08,94,100,1.94,PG,1690499278
407,juan griego,11.0817,-63.9655,25.07,88,89,7.72,VE,1690499278
408,labrador city,52.9463,-66.9114,9.98,79,89,5.08,CA,1690499278
409,yarmouth,41.7057,-70.2286,27.3,87,20,8.23,US,1690499279
410,poronaysk,49.2167,143.1167,20.22,83,99,2.18,RU,1690499279
411,thinadhoo,0.5333,72.9333,28.11,78,80,5.02,MV,1690499279
412,kill devil hills,36.0307,-75.676,31.01,70,0,7.2,US,1690499279
413,kayangel,8.0823,134.7173,26.91,82,100,13.94,PW,1690499107
414,sao joao da barra,-21.6403,-41.0511,22.05,84,1,7.54,BR,1690499280
415,cabeza del buey,38.7223,-5.2195,22.82,30,0,2.02,ES,1690499280
416,ataq,14.5377,46.8319,28.43,52,89,1.64,YE,1690499280
417,box elder,41.5005,-112.8764,33.48,30,4,0.92,US,1690499280
418,sal rei,16.1833,-22.9167,24.76,83,42,7.62,CV,1690499280
419,mariehamn,60.0973,19.9348,16.01,100,20,0.51,AX,1690499280
420,nicoya,10.1483,-85.452,27.79,84,99,1.33,CR,1690499281
421,hotan,37.0997,79.9269,28.68,27,76,0.1,CN,1690499005
422,san sebastian de la gomera,28.0916,-17.1133,25.65,64,100,1.03,ES,1690499281
423,ha'il,27.5219,41.6907,30.12,15,12,0.8,SA,1690499281
424,kourou,5.1552,-52.6478,25.03,85,58,4.33,GF,1690499140
425,yuzhno-kurilsk,44.0306,145.8556,21.8,84,33,1.46,RU,1690499282
426,sandakan,5.8402,118.1179,25.01,89,100,2.78,MY,1690499242
427,brokopondo,4.75,-55.1667,28.96,69,85,2.25,SR,1690499282
428,puerto madryn,-42.7692,-65.0385,6.56,75,11,5.61,AR,1690499283
429,bacalar,18.6667,-88.3833,26.06,94,75,0.0,MX,1690499283
430,xunchang,28.4543,104.715,21.96,98,100,1.6,CN,1690499283
431,shingu,33.7333,135.9833,28.31,75,33,1.52,JP,1690499283
432,mildura,-34.2,142.15,15.13,69,88,4.34,AU,1690499147
433,i-n-salah,27.1935,2.4607,38.26,8,0,4.99,DZ,1690499284
434,acolla,-11.7319,-75.5463,10.34,71,38,3.83,PE,1690499284
435,chegdomyn,51.1167,133.0167,19.98,93,94,0.14,RU,1690499285
436,lyantor,61.6195,72.1555,16.56,82,53,4.17,RU,1690499285
437,pasni,25.2631,63.471,27.74,83,100,5.77,PK,1690499285
438,marquette,46.5333,-87.6335,28.79,73,61,1.34,US,1690499104
439,brigantine,39.4101,-74.3646,33.11,78,0,5.66,US,1690499286
440,dalandzadgad,43.5708,104.425,24.37,33,13,5.88,MN,1690499286
441,awjilah,29.1081,21.2869,28.32,65,25,7.23,LY,1690499003
442,gaigeturi,33.4644,126.3183,27.43,79,100,2.33,KR,1690499287
443,ishinomaki,38.4167,141.3,26.8,73,3,2.98,JP,1690499287
444,puerto deseado,-47.7503,-65.8938,2.33,75,12,5.24,AR,1690499287
445,tharad,24.3961,71.6267,28.44,80,100,6.88,IN,1690499288
446,praia da vitoria,38.7333,-27.0667,23.75,97,63,3.07,PT,1690499288
447,broome,42.2506,-75.833,27.21,85,40,2.06,US,1690499288
448,la'ie,21.6477,-157.9253,31.98,65,18,5.93,US,1690499288
449,flin flon,54.7682,-101.865,16.8,53,100,2.34,CA,1690499288
450,boende,-0.2167,20.8667,24.23,81,95,0.88,CD,1690499289
451,neryungri,56.6709,124.6491,19.51,73,100,0.71,RU,1690499289
452,pingliang,35.5392,106.6861,17.84,97,100,2.91,CN,1690499289
453,whangarei,-35.7317,174.3239,12.38,73,16,3.67,NZ,1690499290
454,constantia,44.1833,28.65,16.5,71,18,8.33,RO,1690499045
455,veinticinco de mayo,-35.4323,-60.1727,7.77,86,100,1.79,AR,1690499290
456,gulf shores,30.246,-87.7008,33.49,62,0,4.12,US,1690499291
457,atafu village,-8.5421,-172.5159,28.07,78,27,7.35,TK,1690499291
458,wimauma,27.7125,-82.299,31.47,74,100,2.68,US,1690499290
459,flying fish cove,-10.4217,105.6791,23.82,88,75,7.2,CX,1690499291
460,george town,5.4112,100.3354,27.96,89,20,0.51,MY,1690498773
461,san,13.3034,-4.8956,27.34,72,100,0.48,ML,1690499030
462,krynica-zdroj,49.4222,20.9594,9.26,76,42,2.36,PL,1690499292
463,baruun-urt,46.6806,113.2792,19.02,54,25,4.07,MN,1690499293
464,ivatsevichy,52.709,25.3401,11.92,79,36,2.77,BY,1690499293
465,zhangjiakou shi xuanhua qu,40.6103,115.0447,20.76,89,100,1.02,CN,1690499293
466,falenki,58.3613,51.5946,15.33,96,47,2.69,RU,1690499293
467,hami,42.8,93.45,29.93,14,0,2.66,CN,1690499293
468,xilin hot,43.9667,116.0333,19.85,75,100,3.4,CN,1690499294
469,vytegra,61.0064,36.4481,14.97,86,100,2.28,RU,1690499294
470,wuhan,30.5833,114.2667,27.69,81,11,2.46,CN,1690499262
471,yeniseysk,58.4497,92.1703,16.42,92,70,0.78,RU,1690499294
472,plyeshchanitsy,54.4222,27.8331,11.79,97,100,2.98,BY,1690499295
473,turkmenbasy,40.0222,52.9552,24.22,63,0,2.74,TM,1690499295
474,sarangani,5.4033,125.4636,26.99,80,100,2.68,PH,1690499295
475,la passe,45.5549,-0.8967,20.55,91,52,5.19,FR,1690499295
476,tomatlan,19.9333,-105.25,27.95,82,70,2.06,MX,1690499296
477,lomas de sargentillo,-1.8833,-80.0833,26.92,70,88,0.15,EC,1690499296
478,manoc-manoc,11.9416,121.9428,28.12,80,100,9.3,PH,1690499296
479,makinsk,52.6292,70.4169,16.76,75,70,3.13,KZ,1690499296
480,tadmur,34.5608,38.2805,28.6,25,0,5.9,SY,1690499297
481,ponta delgada,37.7333,-25.6667,23.4,94,75,4.12,PT,1690499297
482,darnah,32.767,22.6367,26.37,77,0,8.39,LY,1690499297
483,hunchun,42.8675,130.3581,26.47,75,42,1.9,CN,1690499297
484,othello,46.826,-119.1753,31.27,13,0,3.9,US,1690499130
485,namie,37.4833,141.0,30.3,67,1,1.07,JP,1690499298
486,plettenberg bay,-34.0527,23.3716,13.07,86,26,1.84,ZA,1690499298
487,murun-kuren,49.6342,100.1625,14.65,74,65,0.8,MN,1690499298
488,capri,40.5507,14.2426,24.1,89,0,1.45,IT,1690499298
489,nyandoma,61.669,40.1991,13.39,88,94,1.23,RU,1690499299
490,quang ngai,15.1167,108.8,27.2,74,100,2.59,VN,1690499299
491,ingeniero jacobacci,-41.3427,-69.5448,2.15,89,17,3.18,AR,1690499299
492,korsakov,46.6328,142.7813,23.91,87,80,2.79,RU,1690499299
493,loa janan,-0.583,117.095,22.78,91,55,1.21,ID,1690499300
494,celestun,20.8667,-90.4,29.18,73,100,9.2,MX,1690499300
495,sandwip,22.4678,91.4561,27.76,87,100,6.93,BD,1690499300
496,la cruz,23.9167,-106.9,31.18,64,63,4.34,MX,1690499300
497,malchin,53.7333,12.7833,15.21,95,100,2.43,DE,1690499301
498,guigang,23.0964,109.6092,28.56,80,70,0.96,CN,1690499301
499,takoradi,4.8845,-1.7554,24.19,92,64,3.79,GH,1690499044
500,mahibadhoo,3.7833,72.9667,28.1,70,82,0.31,MV,1690499301
501,alofi,-19.0595,-169.9187,22.94,83,100,2.57,NU,1690499302
502,namtsy,62.7161,129.6658,18.57,54,66,1.5,RU,1690499302
503,bau,7.4053,124.6497,24.18,90,99,0.22,PH,1690499302
504,inari,68.906,27.0288,11.11,80,88,0.47,FI,1690499302
505,fisterra,42.9049,-9.2629,17.64,94,96,5.8,ES,1690499302
506,labuan,5.2767,115.2417,27.47,78,82,3.22,MY,1690499303
507,simanggang,1.2472,111.4528,21.89,87,60,1.08,MY,1690499303
508,belyayevka,51.3974,56.4096,23.33,50,11,2.2,RU,1690499303
509,chirilagua,13.2203,-88.1386,29.46,58,100,2.52,SV,1690499303
510,yigo village,13.5361,144.8886,24.62,92,20,2.57,GU,1690499304
511,mili,6.0815,171.735,28.39,76,94,5.26,MH,1690499304
512,mitu,1.1983,-70.1733,23.38,97,98,1.27,CO,1690499304
513,villa de arista,22.65,-100.8333,27.45,29,12,7.33,MX,1690499304
514,gazli,40.1333,63.45,31.1,30,7,4.37,UZ,1690499305
515,buala,-8.145,159.5921,27.6,83,92,2.08,SB,1690499305
516,hualien city,23.9769,121.6044,25.96,93,100,5.49,TW,1690499305
517,pacocha,-17.5833,-71.3333,16.17,84,17,1.83,PE,1690499305
518,dedovichi,57.5517,29.9502,13.78,77,100,3.36,RU,1690499305
519,san rafael del sur,11.8485,-86.4384,31.33,58,92,4.58,NI,1690499306
520,luwuk,-0.9516,122.7875,25.05,87,90,2.25,ID,1690499306
521,aripuana,-9.1667,-60.6333,26.92,40,34,0.62,BR,1690499306
522,guadalupe y calvo,26.1,-106.9667,17.1,84,91,1.98,MX,1690499307
523,lauro de freitas,-12.8944,-38.3272,24.01,94,75,3.09,BR,1690499219
524,tofol,5.3248,163.0078,25.88,94,100,1.54,FM,1690499307
525,benguela,-12.5763,13.4055,19.76,85,56,2.26,AO,1690499307
526,piti village,13.4626,144.6933,25.49,95,40,2.57,GU,1690499307
527,charters towers,-20.1,146.2667,18.22,68,93,3.74,AU,1690499307
528,san luis de la loma,17.2706,-100.8939,31.66,63,95,4.38,MX,1690499308
529,charlottetown,46.2352,-63.1267,25.16,80,100,6.69,CA,1690498967
530,kotlas,61.2611,46.6556,13.77,98,56,2.21,RU,1690499308
531,walvis bay,-22.9575,14.5053,12.27,89,6,1.57,NA,1690499309
532,maceio,-9.6658,-35.7353,23.69,100,20,2.06,BR,1690499081
533,saudarkrokur,65.7461,-19.6394,7.98,92,18,3.56,IS,1690499310
534,la alianza,18.3974,-66.6024,28.98,86,99,2.68,PR,1690499310
535,linevo,54.4589,83.3764,15.82,81,86,2.02,RU,1690499310
536,juneau,58.3019,-134.4197,21.17,100,75,6.17,US,1690499205
537,conduaga,8.862,117.4893,26.63,82,100,3.99,PH,1690499311
538,madison heights,42.4859,-83.1052,31.55,61,0,3.6,US,1690499311
539,seversk,56.6006,84.8864,17.7,91,62,0.88,RU,1690499311
540,hamilton,39.1834,-84.5333,31.29,78,20,3.09,US,1690499130
541,tongouson,5.0214,120.1328,28.44,80,100,8.24,PH,1690499311
542,salem,11.65,78.1667,23.3,83,38,1.38,IN,1690499136
543,ranot,7.7777,100.3213,27.16,83,100,6.33,TH,1690499312
544,jimo,36.3897,120.4622,27.09,82,12,2.83,CN,1690499312
545,colonia,50.9333,6.95,17.81,90,100,3.09,DE,1690499312
